symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
CONCOR,INE111A01025,2023-11-21,NSE,EQ,EQ,buy,false,1.000000,749.250000,4685650,1000000030908233,2023-11-21T15:19:26
CONCOR,INE111A01025,2023-11-21,NSE,EQ,EQ,buy,false,129.000000,749.250000,4685651,1000000030908233,2023-11-21T15:19:26
ASTRAL,INE006I01046,2023-12-15,BSE,EQ,A,sell,false,4.000000,1963.450000,1787500,1702611000012948636,2023-12-15T10:39:22
ASTRAL,INE006I01046,2023-12-15,BSE,EQ,A,sell,false,13.000000,1963.400000,1787700,1702611000012948636,2023-12-15T10:39:22
ASTRAL,INE006I01046,2023-12-15,BSE,EQ,A,sell,false,3.000000,1963.100000,1787900,1702611000012948636,2023-12-15T10:39:22
ASTRAL,INE006I01046,2023-12-15,BSE,EQ,A,sell,false,35.000000,1963.500000,1787300,1702611000012948636,2023-12-15T10:39:22
CONCOR,INE111A01025,2023-12-15,BSE,EQ,A,sell,false,34.000000,864.300000,1542500,1702611000020830994,2023-12-15T10:39:34
CONCOR,INE111A01025,2023-12-15,BSE,EQ,A,sell,false,54.000000,864.100000,1543300,1702611000020830994,2023-12-15T10:39:34
CONCOR,INE111A01025,2023-12-15,BSE,EQ,A,sell,false,2.000000,864.150000,1542900,1702611000020830994,2023-12-15T10:39:34
CONCOR,INE111A01025,2023-12-15,BSE,EQ,A,sell,false,36.000000,864.200000,1542700,1702611000020830994,2023-12-15T10:39:34
CONCOR,INE111A01025,2023-12-15,BSE,EQ,A,sell,false,4.000000,864.350000,1542200,1702611000020830994,2023-12-15T10:39:34
HDFCBANK,INE040A01034,2023-12-15,NSE,EQ,EQ,sell,false,70.000000,1650.100000,23450773,1100000014351122,2023-12-15T10:39:39
ICICIBANK,INE090A01021,2023-12-15,BSE,EQ,A,sell,false,60.000000,1035.450000,2145500,1702611000010998046,2023-12-15T10:39:44
KOTAKBANK,INE237A01028,2023-12-15,NSE,EQ,EQ,sell,false,7.000000,1856.000000,42841022,1200000014224983,2023-12-15T10:39:48
KOTAKBANK,INE237A01028,2023-12-15,NSE,EQ,EQ,sell,false,1.000000,1855.950000,42841024,1200000014224983,2023-12-15T10:39:48
KOTAKBANK,INE237A01028,2023-12-15,NSE,EQ,EQ,sell,false,10.000000,1856.000000,42841019,1200000014224983,2023-12-15T10:39:48
KOTAKBANK,INE237A01028,2023-12-15,NSE,EQ,EQ,sell,false,13.000000,1856.000000,42841020,1200000014224983,2023-12-15T10:39:48
KOTAKBANK,INE237A01028,2023-12-15,NSE,EQ,EQ,sell,false,1.000000,1856.000000,42841021,1200000014224983,2023-12-15T10:39:48
KOTAKBANK,INE237A01028,2023-12-15,NSE,EQ,EQ,sell,false,25.000000,1855.900000,42841025,1200000014224983,2023-12-15T10:39:48
KOTAKBANK,INE237A01028,2023-12-15,NSE,EQ,EQ,sell,false,1.000000,1856.000000,42841023,1200000014224983,2023-12-15T10:39:48
KOTAKBANK,INE237A01028,2023-12-15,NSE,EQ,EQ,sell,false,2.000000,1856.000000,42841018,1200000014224983,2023-12-15T10:39:48
NAM-INDIA,INE298J01013,2023-12-15,BSE,EQ,A,sell,false,50.000000,445.650000,4585700,1702615161183409447,2023-12-15T10:39:56
NAM-INDIA,INE298J01013,2023-12-15,BSE,EQ,A,sell,false,14.000000,445.600000,4585900,1702615161183409447,2023-12-15T10:39:56
NAM-INDIA,INE298J01013,2023-12-15,BSE,EQ,A,sell,false,71.000000,445.550000,4586500,1702615161183409447,2023-12-15T10:39:56
NAM-INDIA,INE298J01013,2023-12-15,BSE,EQ,A,sell,false,99.000000,445.450000,4586800,1702615161183409447,2023-12-15T10:39:56
NAM-INDIA,INE298J01013,2023-12-15,BSE,EQ,A,sell,false,46.000000,445.750000,4585500,1702615161183409447,2023-12-15T10:39:56
NAM-INDIA,INE298J01013,2023-12-15,BSE,EQ,A,sell,false,29.000000,445.350000,4587200,1702615161183409447,2023-12-15T10:39:56
NOVARTIND,INE234A01025,2023-12-15,BSE,EQ,B,sell,false,4.000000,717.100000,8559000,1702611000000068535,2023-12-15T10:40:15
NOVARTIND,INE234A01025,2023-12-15,BSE,EQ,B,sell,false,106.000000,717.000000,8559800,1702611000000068535,2023-12-15T10:40:15
NOVARTIND,INE234A01025,2023-12-15,BSE,EQ,B,sell,false,40.000000,717.050000,8559400,1702611000000068535,2023-12-15T10:40:15
POWERGRID,INE752E01010,2023-12-15,BSE,EQ,A,sell,false,150.000000,232.050000,62834900,1702616573336734035,2023-12-15T10:40:20
POWERGRID,INE752E01010,2023-12-15,BSE,EQ,A,sell,false,396.000000,232.000000,62836200,1702616573336734035,2023-12-15T10:40:20
SULA,INE142Q01026,2023-12-15,BSE,EQ,B,sell,false,52.000000,469.400000,14661400,1702614712216456593,2023-12-15T10:40:40
SULA,INE142Q01026,2023-12-15,BSE,EQ,B,sell,false,111.000000,469.300000,14661800,1702614712216456593,2023-12-15T10:40:40
SULA,INE142Q01026,2023-12-15,BSE,EQ,B,sell,false,48.000000,469.450000,14661200,1702614712216456593,2023-12-15T10:40:40
WIPRO,INE075A01022,2023-12-15,NSE,EQ,EQ,sell,false,1.000000,445.350000,63070989,1300000012849710,2023-12-15T10:40:58
WIPRO,INE075A01022,2023-12-15,NSE,EQ,EQ,sell,false,50.000000,445.350000,63070991,1300000012849710,2023-12-15T10:40:58
WIPRO,INE075A01022,2023-12-15,NSE,EQ,EQ,sell,false,35.000000,445.350000,63070992,1300000012849710,2023-12-15T10:40:58
WIPRO,INE075A01022,2023-12-15,NSE,EQ,EQ,sell,false,50.000000,445.300000,63070993,1300000012849710,2023-12-15T10:40:58
WIPRO,INE075A01022,2023-12-15,NSE,EQ,EQ,sell,false,14.000000,445.300000,63070994,1300000012849710,2023-12-15T10:40:58
WIPRO,INE075A01022,2023-12-15,NSE,EQ,EQ,sell,false,100.000000,445.350000,63070990,1300000012849710,2023-12-15T10:40:58
TATAMOTORS,INE155A01022,2023-12-15,NSE,EQ,EQ,sell,false,40.000000,727.050000,63072948,1300000012860640,2023-12-15T10:41:05
TATAMOTORS,INE155A01022,2023-12-15,NSE,EQ,EQ,sell,false,60.000000,727.050000,63072949,1300000012860640,2023-12-15T10:41:05
TATAMOTORS,INE155A01022,2023-12-15,NSE,EQ,EQ,sell,false,65.000000,727.050000,63072947,1300000012860640,2023-12-15T10:41:05
TATAELXSI,INE670A01012,2023-12-15,NSE,EQ,EQ,sell,false,1.000000,9133.200000,63087375,1300000012925671,2023-12-15T10:41:45
TATAELXSI,INE670A01012,2023-12-15,NSE,EQ,EQ,sell,false,1.000000,9134.500000,63087373,1300000012925671,2023-12-15T10:41:45
TATAELXSI,INE670A01012,2023-12-15,NSE,EQ,EQ,sell,false,9.000000,9134.550000,63087372,1300000012925671,2023-12-15T10:41:45
TATAELXSI,INE670A01012,2023-12-15,NSE,EQ,EQ,sell,false,1.000000,9134.000000,63087374,1300000012925671,2023-12-15T10:41:45
SBICARD,INE018E01016,2023-12-15,NSE,EQ,EQ,sell,false,93.000000,772.250000,63160361,1300000013293998,2023-12-15T10:45:03
SBICARD,INE018E01016,2023-12-15,NSE,EQ,EQ,sell,false,37.000000,772.250000,63160362,1300000013293998,2023-12-15T10:45:03
IOC,INE242A01010,2023-12-18,NSE,EQ,EQ,buy,false,3052.000000,124.950000,22305921,1100000009149473,2023-12-18T10:00:01
IOC,INE242A01010,2023-12-18,NSE,EQ,EQ,buy,false,100.000000,124.950000,22305920,1100000009149473,2023-12-18T10:00:01
IOC,INE242A01010,2023-12-18,NSE,EQ,EQ,buy,false,250.000000,124.950000,22305919,1100000009149473,2023-12-18T10:00:01
IOC,INE242A01010,2023-12-18,NSE,EQ,EQ,buy,false,20.000000,124.950000,22305918,1100000009149473,2023-12-18T10:00:01
IOC,INE242A01010,2023-12-18,NSE,EQ,EQ,buy,false,25.000000,124.950000,22305917,1100000009149473,2023-12-18T10:00:01
IOC,INE242A01010,2023-12-18,NSE,EQ,EQ,buy,false,553.000000,124.950000,22305916,1100000009149473,2023-12-18T10:00:01
TDPOWERSYS,INE419M01027,2023-12-19,NSE,EQ,EQ,buy,false,285.000000,294.000000,63183074,1300000013595603,2023-12-19T10:45:06
TDPOWERSYS,INE419M01027,2023-12-19,NSE,EQ,EQ,buy,false,10.000000,294.000000,63183075,1300000013595603,2023-12-19T10:45:06
TDPOWERSYS,INE419M01027,2023-12-19,NSE,EQ,EQ,buy,false,2.000000,294.000000,63183076,1300000013595603,2023-12-19T10:45:06
TDPOWERSYS,INE419M01027,2023-12-19,NSE,EQ,EQ,buy,false,200.000000,294.000000,63183077,1300000013595603,2023-12-19T10:45:06
TDPOWERSYS,INE419M01027,2023-12-19,NSE,EQ,EQ,buy,false,100.000000,294.000000,63183078,1300000013595603,2023-12-19T10:45:06
TDPOWERSYS,INE419M01027,2023-12-19,NSE,EQ,EQ,buy,false,403.000000,294.000000,63183079,1300000013595603,2023-12-19T10:45:06
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,724.300000,60206358,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,5.000000,724.300000,60206357,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,724.300000,60206356,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,724.300000,60206355,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,724.300000,60206354,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,6.000000,724.250000,60206353,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,724.300000,60206362,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,2.000000,725.400000,60206376,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,725.350000,60206375,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,725.350000,60206374,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,2.000000,725.050000,60206373,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,48.000000,724.900000,60206372,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,724.850000,60206371,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,16.000000,724.550000,60206370,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,4.000000,724.300000,60206369,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,724.300000,60206368,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,724.300000,60206367,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,724.300000,60206366,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,724.300000,60206365,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,724.300000,60206364,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,724.300000,60206363,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,725.650000,60206377,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,724.300000,60206361,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,724.300000,60206360,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,724.300000,60206359,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,4.000000,726.250000,60206395,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,726.200000,60206394,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,726.150000,60206393,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,2.000000,726.100000,60206392,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,4.000000,726.050000,60206391,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,726.050000,60206390,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,10.000000,726.000000,60206389,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,726.000000,60206388,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,726.000000,60206387,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,726.000000,60206386,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,726.000000,60206385,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,725.950000,60206384,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,4.000000,725.950000,60206383,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,725.900000,60206382,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,25.000000,725.750000,60206381,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,13.000000,725.650000,60206380,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,1.000000,725.650000,60206379,1300000000905180,2023-12-27T09:17:07
SHANKARA,INE274V01019,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,725.650000,60206378,1300000000905180,2023-12-27T09:17:07
TITAN,INE280A01028,2023-12-27,NSE,EQ,EQ,buy,false,22.000000,3656.600000,60242163,1300000001049504,2023-12-27T09:17:41
TITAN,INE280A01028,2023-12-27,NSE,EQ,EQ,buy,false,3.000000,3656.600000,60242161,1300000001049504,2023-12-27T09:17:41
TITAN,INE280A01028,2023-12-27,NSE,EQ,EQ,buy,false,5.000000,3656.600000,60242162,1300000001049504,2023-12-27T09:17:41
SBICARD,INE018E01016,2023-12-28,NSE,EQ,EQ,buy,false,39.000000,765.600000,60329767,1300000001449392,2023-12-28T09:19:27
SBICARD,INE018E01016,2023-12-28,NSE,EQ,EQ,buy,false,35.000000,765.650000,60329769,1300000001449392,2023-12-28T09:19:27
SBICARD,INE018E01016,2023-12-28,NSE,EQ,EQ,buy,false,1.000000,765.550000,60329766,1300000001449392,2023-12-28T09:19:27
SBICARD,INE018E01016,2023-12-28,NSE,EQ,EQ,buy,false,1.000000,765.500000,60329765,1300000001449392,2023-12-28T09:19:27
SBICARD,INE018E01016,2023-12-28,NSE,EQ,EQ,buy,false,44.000000,765.650000,60329768,1300000001449392,2023-12-28T09:19:27
KTKBANK,INE614B01018,2023-12-28,NSE,EQ,EQ,buy,false,91.000000,238.900000,40325712,1200000001522621,2023-12-28T09:19:53
KTKBANK,INE614B01018,2023-12-28,NSE,EQ,EQ,buy,false,29.000000,238.800000,40325709,1200000001522621,2023-12-28T09:19:53
KTKBANK,INE614B01018,2023-12-28,NSE,EQ,EQ,buy,false,200.000000,238.850000,40325710,1200000001522621,2023-12-28T09:19:53
KTKBANK,INE614B01018,2023-12-28,NSE,EQ,EQ,buy,false,80.000000,238.850000,40325711,1200000001522621,2023-12-28T09:19:53
TDPOWERSYS,INE419M01027,2023-12-28,NSE,EQ,EQ,sell,false,60.000000,259.600000,66984743,1300000036124617,2023-12-28T14:52:18
TDPOWERSYS,INE419M01027,2023-12-28,NSE,EQ,EQ,sell,false,4.000000,259.600000,66984742,1300000036124617,2023-12-28T14:52:18
TDPOWERSYS,INE419M01027,2023-12-28,NSE,EQ,EQ,sell,false,60.000000,259.600000,66984741,1300000036124617,2023-12-28T14:52:18
TDPOWERSYS,INE419M01027,2023-12-28,NSE,EQ,EQ,sell,false,60.000000,259.600000,66984740,1300000036124617,2023-12-28T14:52:18
TDPOWERSYS,INE419M01027,2023-12-28,NSE,EQ,EQ,sell,false,9.000000,259.600000,66984739,1300000036124617,2023-12-28T14:52:18
TDPOWERSYS,INE419M01027,2023-12-28,NSE,EQ,EQ,sell,false,26.000000,259.600000,66984738,1300000036124617,2023-12-28T14:52:18
TDPOWERSYS,INE419M01027,2023-12-28,NSE,EQ,EQ,sell,false,31.000000,259.600000,66984744,1300000036124617,2023-12-28T14:52:18
KTKBANK,INE614B01018,2023-12-28,NSE,EQ,EQ,buy,false,129.000000,235.100000,47941336,1200000042421293,2023-12-28T15:23:32
KTKBANK,INE614B01018,2023-12-28,NSE,EQ,EQ,buy,false,4.000000,235.100000,47941334,1200000042421293,2023-12-28T15:23:32
KTKBANK,INE614B01018,2023-12-28,NSE,EQ,EQ,buy,false,53.000000,235.100000,47941335,1200000042421293,2023-12-28T15:23:32
KTKBANK,INE614B01018,2023-12-28,NSE,EQ,EQ,buy,false,14.000000,235.100000,47941337,1200000042421293,2023-12-28T15:23:32
SBICARD,INE018E01016,2023-12-28,NSE,EQ,EQ,buy,false,60.000000,760.350000,68325750,1300000040402855,2023-12-28T15:23:41
EICHERMOT,INE066A01021,2024-01-08,NSE,EQ,EQ,buy,false,13.000000,3926.800000,23316278,1100000013003544,2024-01-08T10:35:00
VADILALIND,INE694D01016,2024-01-09,NSE,EQ,EQ,buy,false,5.000000,2500.550000,60318340,1300000001106762,2024-01-09T09:17:31
VADILALIND,INE694D01016,2024-01-09,NSE,EQ,EQ,buy,false,15.000000,2500.550000,60326478,1300000001106762,2024-01-09T09:17:37
HDFCBANK,INE040A01034,2024-01-10,BSE,EQ,A,buy,false,6.000000,1655.500000,4423200,1704874149548738130,2024-01-10T15:16:34
KOTAKBANK,INE237A01028,2024-01-10,NSE,EQ,EQ,buy,false,5.000000,1820.550000,48232172,1200000043618566,2024-01-10T15:18:31
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,6.000000,714.850000,62744433,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,1.000000,714.400000,62744447,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,1.000000,714.400000,62744446,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,1.000000,714.400000,62744445,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,1.000000,714.400000,62744444,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,1.000000,714.400000,62744443,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,1.000000,714.400000,62744442,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,1.000000,714.400000,62744441,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,1.000000,714.400000,62744440,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,1.000000,714.400000,62744439,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,7.000000,714.400000,62744438,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,3.000000,714.550000,62744437,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,1.000000,714.600000,62744436,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,8.000000,714.650000,62744435,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,3.000000,714.750000,62744434,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,8.000000,714.850000,62744432,1300000011273627,2024-01-11T10:18:07
SHANKARA,INE274V01019,2024-01-11,NSE,EQ,EQ,sell,false,55.000000,715.050000,62744431,1300000011273627,2024-01-11T10:18:07
TDPOWERSYS,INE419M01027,2024-01-11,NSE,EQ,EQ,sell,false,116.000000,285.000000,62752596,1300000011314245,2024-01-11T10:18:26
TDPOWERSYS,INE419M01027,2024-01-11,NSE,EQ,EQ,sell,false,48.000000,285.050000,62752590,1300000011314245,2024-01-11T10:18:26
TDPOWERSYS,INE419M01027,2024-01-11,NSE,EQ,EQ,sell,false,20.000000,285.050000,62752591,1300000011314245,2024-01-11T10:18:26
TDPOWERSYS,INE419M01027,2024-01-11,NSE,EQ,EQ,sell,false,20.000000,285.050000,62752592,1300000011314245,2024-01-11T10:18:26
TDPOWERSYS,INE419M01027,2024-01-11,NSE,EQ,EQ,sell,false,20.000000,285.050000,62752593,1300000011314245,2024-01-11T10:18:26
TDPOWERSYS,INE419M01027,2024-01-11,NSE,EQ,EQ,sell,false,21.000000,285.050000,62752594,1300000011314245,2024-01-11T10:18:26
TDPOWERSYS,INE419M01027,2024-01-11,NSE,EQ,EQ,sell,false,5.000000,285.000000,62752595,1300000011314245,2024-01-11T10:18:26
AAVAS,INE216P01012,2024-01-11,NSE,EQ,EQ,buy,false,20.000000,1580.500000,1804085,1000000009609328,2024-01-11T10:19:34
AAVAS,INE216P01012,2024-01-11,NSE,EQ,EQ,buy,false,5.000000,1580.900000,1804087,1000000009609328,2024-01-11T10:19:34
AAVAS,INE216P01012,2024-01-11,NSE,EQ,EQ,buy,false,7.000000,1580.850000,1804086,1000000009609328,2024-01-11T10:19:34
CAMS,INE596I01012,2024-01-11,NSE,EQ,EQ,buy,false,9.000000,2795.000000,1810046,1000000009652401,2024-01-11T10:19:58
CAMS,INE596I01012,2024-01-11,NSE,EQ,EQ,buy,false,8.000000,2795.000000,1810047,1000000009652401,2024-01-11T10:19:58
CAMS,INE596I01012,2024-01-11,NSE,EQ,EQ,buy,false,1.000000,2795.000000,1810048,1000000009652401,2024-01-11T10:19:58
AUTOAXLES,INE449A01011,2024-01-12,NSE,EQ,EQ,buy,false,2.000000,2227.450000,2905796,1000000016416322,2024-01-12T11:30:00
AUTOAXLES,INE449A01011,2024-01-12,NSE,EQ,EQ,buy,false,1.000000,2227.400000,2905795,1000000016416322,2024-01-12T11:30:00
AUTOAXLES,INE449A01011,2024-01-12,NSE,EQ,EQ,buy,false,7.000000,2227.000000,2905793,1000000016416322,2024-01-12T11:30:00
AUTOAXLES,INE449A01011,2024-01-12,NSE,EQ,EQ,buy,false,1.000000,2227.400000,2905794,1000000016416322,2024-01-12T11:30:00
